Country,Customer ID,R,F,M,R Score,F Score,M Score,RFM Score,Segmentation
United Kingdom,12838.0,4416,2,719.8000000000001,3,2,3,323,Gold
United Kingdom,12839.0,4385,14,5609.3,5,5,5,555,Titanium
United Kingdom,12840.0,4526,4,2726.77,2,4,5,245,Silver
United Kingdom,12841.0,4387,25,4004.08,5,5,5,555,Titanium
United Kingdom,12842.0,4453,2,1118.99,3,2,4,324,Gold
United Kingdom,12843.0,4448,8,1751.51,3,5,4,354,Gold
United Kingdom,12844.0,4412,2,339.51,4,2,2,422,Platinum
United Kingdom,12845.0,4650,4,354.09,1,4,2,142,Bronze
United Kingdom,12847.0,4405,1,1027.29,4,1,4,414,Platinum
United Kingdom,12849.0,4414,2,1038.01,4,2,4,424,Platinum
United Kingdom,12851.0,4479,1,142.82,2,1,1,211,Silver
United Kingdom,12852.0,4677,1,311.55,1,1,2,112,Bronze
United Kingdom,12853.0,4517,6,1957.1000000000001,2,5,4,254,Silver
United Kingdom,12854.0,4461,3,1361.0,2,3,4,234,Silver
United Kingdom,12855.0,4755,1,38.1,1,1,1,111,Bronze
United Kingdom,12856.0,4390,6,2248.38,5,5,5,555,Titanium
United Kingdom,12857.0,4593,2,1106.4,1,2,4,124,Bronze
United Kingdom,12863.0,4435,1,521.2,3,1,3,313,Gold
United Kingdom,12864.0,4521,1,147.12,2,1,1,211,Silver
United Kingdom,12867.0,4409,7,4162.69,4,5,5,455,Platinum
United Kingdom,12868.0,4568,6,1607.0600000000002,1,5,4,154,Bronze
United Kingdom,12871.0,4467,2,380.64,2,2,2,222,Silver
United Kingdom,12872.0,4709,2,599.97,1,2,3,123,Bronze
United Kingdom,12873.0,4665,1,374.0,1,1,2,112,Bronze
United Kingdom,12875.0,4526,2,343.2300000000001,2,2,2,222,Silver
United Kingdom,12877.0,4386,12,1535.77,5,5,4,554,Titanium
United Kingdom,12878.0,4619,2,854.99,1,2,3,123,Bronze
United Kingdom,12879.0,4427,3,573.22,3,3,3,333,Gold
United Kingdom,12881.0,4658,1,298.0,1,1,2,112,Bronze
United Kingdom,12882.0,4392,2,1463.04,5,2,4,524,Titanium
United Kingdom,12883.0,4407,4,703.47,4,4,3,443,Platinum
United Kingdom,12884.0,4471,1,309.05,2,1,2,212,Silver
United Kingdom,12885.0,4446,3,1175.22,3,3,4,334,Gold
United Kingdom,12886.0,4450,2,1378.4,3,2,4,324,Gold
United Kingdom,12888.0,4597,2,354.12,1,2,2,122,Bronze
United Kingdom,12890.0,4407,1,378.92,4,1,2,412,Platinum
United Kingdom,12891.0,4568,3,331.0,1,3,2,132,Bronze
United Kingdom,12893.0,4413,1,216.5,4,1,1,411,Platinum
United Kingdom,12895.0,4425,2,372.8,3,2,2,322,Gold
United Kingdom,12897.0,4587,2,216.5,1,2,1,121,Bronze
United Kingdom,12901.0,4391,28,17654.54,5,5,5,555,Titanium
United Kingdom,12902.0,4647,1,138.68,1,1,1,111,Bronze
United Kingdom,12904.0,4401,2,519.36,4,2,3,423,Platinum
United Kingdom,12906.0,4394,5,2919.81,5,4,5,545,Titanium
United Kingdom,12908.0,4559,2,750.0,2,2,3,223,Silver
United Kingdom,12909.0,4422,5,2178.67,3,4,5,345,Gold
United Kingdom,12910.0,4406,8,3075.04,4,5,5,455,Platinum
United Kingdom,12912.0,4385,5,1662.3,5,4,4,544,Titanium
United Kingdom,12913.0,4387,5,2483.63,5,4,5,545,Titanium
United Kingdom,12915.0,4531,2,363.65,2,2,2,222,Silver
United Kingdom,12916.0,4521,4,3121.95,2,4,5,245,Silver
United Kingdom,12917.0,4511,1,594.0,2,1,3,213,Silver
United Kingdom,12919.0,4391,6,1335.19,5,5,4,554,Titanium
United Kingdom,12920.0,4400,1,162.78,4,1,1,411,Platinum
United Kingdom,12921.0,4392,37,16587.09,5,5,5,555,Titanium
United Kingdom,12922.0,4544,1,405.38,2,1,2,212,Silver
United Kingdom,12923.0,4447,1,172.82,3,1,1,311,Gold
United Kingdom,12924.0,4471,4,1185.76,2,4,4,244,Silver
United Kingdom,12925.0,4387,2,694.05,5,2,3,523,Titanium
United Kingdom,12928.0,4418,5,2062.7,3,4,4,344,Gold
United Kingdom,12929.0,4694,1,117.85,1,1,1,111,Bronze
United Kingdom,12930.0,4461,2,415.8,2,2,2,222,Silver
United Kingdom,12931.0,4404,15,42883.36,4,5,5,455,Platinum
United Kingdom,12933.0,4407,3,637.53,4,3,3,433,Platinum
United Kingdom,12935.0,4385,7,2160.7,5,5,5,555,Titanium
United Kingdom,12936.0,4400,4,1063.9,4,4,4,444,Platinum
United Kingdom,12937.0,4398,4,1504.27,4,4,4,444,Platinum
United Kingdom,12938.0,4408,1,114.14,4,1,1,411,Platinum
United Kingdom,12939.0,4447,8,11581.8,3,5,5,355,Gold
United Kingdom,12940.0,4437,2,924.6899999999999,3,2,3,323,Gold
United Kingdom,12942.0,4514,3,675.6,2,3,3,233,Silver
United Kingdom,12944.0,4418,2,604.51,3,2,3,323,Gold
United Kingdom,12945.0,4671,1,462.95,1,1,2,112,Bronze
United Kingdom,12947.0,4526,6,1603.99,2,5,4,254,Silver
United Kingdom,12948.0,4399,7,2064.95,4,5,4,454,Platinum
United Kingdom,12949.0,4413,8,4167.22,4,5,5,455,Platinum
United Kingdom,12950.0,4385,3,1843.0,5,3,4,534,Titanium
United Kingdom,12951.0,4391,6,1064.07,5,5,4,554,Titanium
United Kingdom,12952.0,4388,4,1387.79,5,4,4,544,Titanium
United Kingdom,12953.0,4392,1,329.85,5,1,2,512,Titanium
United Kingdom,12955.0,4384,11,4757.16,5,5,5,555,Titanium
United Kingdom,12956.0,4689,1,108.07,1,1,1,111,Bronze
United Kingdom,12957.0,4392,8,4017.54,5,5,5,555,Titanium
United Kingdom,12962.0,4390,2,266.39,5,2,2,522,Titanium
United Kingdom,12963.0,4391,8,1856.63,5,5,4,554,Titanium
United Kingdom,12965.0,4472,1,769.81,2,1,3,213,Silver
United Kingdom,12966.0,4392,1,160.18,5,1,1,511,Titanium
United Kingdom,12967.0,4741,2,1660.9,1,2,4,124,Bronze
United Kingdom,12968.0,4495,1,135.95,2,1,1,211,Silver
United Kingdom,12970.0,4390,4,479.87,5,4,2,542,Titanium
United Kingdom,12971.0,4386,86,11189.91,5,5,5,555,Titanium
United Kingdom,12974.0,4580,1,144.8,1,1,1,111,Bronze
United Kingdom,12976.0,4594,1,738.6,1,1,3,113,Bronze
United Kingdom,12977.0,4539,1,39.24,2,1,1,211,Silver
United Kingdom,12980.0,4540,9,7374.900000000001,2,5,5,255,Silver
United Kingdom,12981.0,4412,2,372.22,4,2,2,422,Platinum
United Kingdom,12982.0,4625,1,390.53999999999996,1,1,2,112,Bronze
United Kingdom,12984.0,4401,1,97.5,4,1,1,411,Platinum
United Kingdom,12985.0,4383,2,1239.38,5,2,4,524,Titanium
United Kingdom,12987.0,4456,2,558.7,2,2,3,223,Silver
United Kingdom,12988.0,4675,1,569.62,1,1,3,113,Bronze
United Kingdom,12989.0,4386,15,6924.110000000001,5,5,5,555,Titanium
United Kingdom,12990.0,4414,3,409.5,4,3,2,432,Platinum
United Kingdom,12991.0,4406,2,503.76,4,2,3,423,Platinum
United Kingdom,12993.0,4406,4,414.76,4,4,2,442,Platinum
United Kingdom,12994.0,4387,3,974.42,5,3,4,534,Titanium
United Kingdom,12995.0,4468,1,211.32,2,1,1,211,Silver
United Kingdom,12997.0,4405,4,1226.89,4,4,4,444,Platinum
United Kingdom,12999.0,4579,3,455.88,1,3,2,132,Bronze
United Kingdom,13000.0,4489,3,534.85,2,3,3,233,Silver
United Kingdom,13001.0,4387,13,9946.53,5,5,5,555,Titanium
United Kingdom,13002.0,4701,1,120.94999999999999,1,1,1,111,Bronze
United Kingdom,13003.0,4488,3,149.05,2,3,1,231,Silver
United Kingdom,13004.0,4394,18,5655.91,5,5,5,555,Titanium
United Kingdom,13005.0,4556,2,513.7,2,2,3,223,Silver
United Kingdom,13006.0,4439,1,81.57,3,1,1,311,Gold
United Kingdom,13008.0,4706,1,229.46999999999997,1,1,1,111,Bronze
United Kingdom,13011.0,4755,1,50.550000000000004,1,1,1,111,Bronze
United Kingdom,13012.0,4392,8,1646.8400000000001,5,5,4,554,Titanium
United Kingdom,13013.0,4384,13,4810.9400000000005,5,5,5,555,Titanium
United Kingdom,13014.0,4393,10,3466.2799999999997,5,5,5,555,Titanium
United Kingdom,13015.0,4436,5,3339.64,3,4,5,345,Gold
United Kingdom,13016.0,4456,3,789.89,2,3,3,233,Silver
United Kingdom,13017.0,4390,1,204.0,5,1,1,511,Titanium
United Kingdom,13018.0,4399,28,7277.7,4,5,5,455,Platinum
United Kingdom,13021.0,4387,9,2616.38,5,5,5,555,Titanium
United Kingdom,13023.0,4447,2,689.9,3,2,3,323,Gold
United Kingdom,13026.0,4384,5,975.36,5,4,4,544,Titanium
United Kingdom,13027.0,4496,6,6912.0,2,5,5,255,Silver
United Kingdom,13028.0,4405,2,661.3199999999999,4,2,3,423,Platinum
United Kingdom,13029.0,4413,3,1247.5,4,3,4,434,Platinum
United Kingdom,13030.0,4394,2,954.11,5,2,4,524,Titanium
United Kingdom,13032.0,4435,2,1010.18,3,2,4,324,Gold
United Kingdom,13033.0,4740,1,190.55,1,1,1,111,Bronze
United Kingdom,13034.0,4437,2,642.77,3,2,3,323,Gold
United Kingdom,13035.0,4456,2,921.88,2,2,3,223,Silver
United Kingdom,13037.0,4521,3,881.07,2,3,3,233,Silver
United Kingdom,13038.0,4463,3,908.46,2,3,3,233,Silver
United Kingdom,13040.0,4391,2,676.99,5,2,3,523,Titanium
United Kingdom,13043.0,4656,1,516.42,1,1,3,113,Bronze
United Kingdom,13044.0,4674,1,560.47,1,1,3,113,Bronze
United Kingdom,13045.0,4482,1,305.28,2,1,2,212,Silver
United Kingdom,13046.0,4413,2,629.3100000000001,4,2,3,423,Platinum
United Kingdom,13047.0,4414,10,3237.54,4,5,5,455,Platinum
United Kingdom,13048.0,4397,4,1829.6100000000001,5,4,4,544,Titanium
United Kingdom,13049.0,4447,2,656.6800000000001,3,2,3,323,Gold
United Kingdom,13050.0,4397,17,5875.46,5,5,5,555,Titanium
United Kingdom,13052.0,4595,1,348.15,1,1,2,112,Bronze
United Kingdom,13055.0,4461,3,1214.41,2,3,4,234,Silver
United Kingdom,13058.0,4407,3,271.4,4,3,2,432,Platinum
United Kingdom,13059.0,4632,1,183.4,1,1,1,111,Bronze
United Kingdom,13060.0,4636,1,307.53,1,1,2,112,Bronze
United Kingdom,13061.0,4455,1,248.61,2,1,1,211,Silver
United Kingdom,13062.0,4574,1,346.97999999999996,1,1,2,112,Bronze
United Kingdom,13064.0,4395,4,1120.44,5,4,4,544,Titanium
United Kingdom,13065.0,4756,1,205.86,1,1,1,111,Bronze
United Kingdom,13066.0,4407,2,470.8,4,2,2,422,Platinum
United Kingdom,13067.0,4465,1,139.31,2,1,1,211,Silver
United Kingdom,13068.0,4393,2,344.0,5,2,2,522,Titanium
United Kingdom,13069.0,4383,24,4469.37,5,5,5,555,Titanium
United Kingdom,13070.0,4575,1,228.8,1,1,1,111,Bronze
United Kingdom,13072.0,4649,1,177.15,1,1,1,111,Bronze
United Kingdom,13075.0,4512,1,919.61,2,1,3,213,Silver
United Kingdom,13077.0,4384,4,728.02,5,4,3,543,Titanium
United Kingdom,13078.0,4386,26,12627.94,5,5,5,555,Titanium
United Kingdom,13079.0,4387,5,220.10000000000002,5,4,1,541,Titanium
United Kingdom,13080.0,4562,1,58.08,2,1,1,211,Silver
United Kingdom,13081.0,4394,11,28337.38,5,5,5,555,Titanium
United Kingdom,13082.0,4509,9,3613.63,2,5,5,255,Silver
United Kingdom,13083.0,4387,2,303.75,5,2,2,522,Titanium
United Kingdom,13085.0,4540,2,416.08,2,2,2,222,Silver
United Kingdom,13089.0,4385,97,58895.28,5,5,5,555,Titanium
United Kingdom,13090.0,4391,14,8910.82,5,5,5,555,Titanium
United Kingdom,13091.0,4411,1,345.82,4,1,2,412,Platinum
United Kingdom,13092.0,4453,5,477.83,3,4,2,342,Gold
United Kingdom,13093.0,4658,8,7832.47,1,5,5,155,Bronze
United Kingdom,13094.0,4404,12,1927.3200000000002,4,5,4,454,Platinum
United Kingdom,13095.0,4453,1,74.39999999999999,3,1,1,311,Gold
United Kingdom,13097.0,4415,10,6137.27,4,5,5,455,Platinum
United Kingdom,13098.0,4384,28,28882.44,5,5,5,555,Titanium
United Kingdom,13099.0,4482,1,207.35999999999999,2,1,1,211,Silver
United Kingdom,13101.0,4617,1,101.19,1,1,1,111,Bronze
United Kingdom,13102.0,4384,24,6424.09,5,5,5,555,Titanium
United Kingdom,13103.0,4422,1,243.94,3,1,1,311,Gold
United Kingdom,13104.0,4386,6,1098.48,5,5,4,554,Titanium
United Kingdom,13106.0,4516,1,76.5,2,1,1,211,Silver
United Kingdom,13107.0,4427,4,1531.62,3,4,4,344,Gold
United Kingdom,13108.0,4755,1,350.06,1,1,2,112,Bronze
United Kingdom,13109.0,4442,2,786.54,3,2,3,323,Gold
United Kingdom,13110.0,4414,7,1494.47,4,5,4,454,Platinum
United Kingdom,13113.0,4383,24,12245.960000000001,5,5,5,555,Titanium
United Kingdom,13115.0,4394,4,2294.78,5,4,5,545,Titanium
United Kingdom,13116.0,4521,1,501.14,2,1,3,213,Silver
United Kingdom,13117.0,4404,8,984.91,4,5,4,454,Platinum
United Kingdom,13118.0,4402,5,1197.81,4,4,4,444,Platinum
United Kingdom,13120.0,4621,1,30.599999999999998,1,1,1,111,Bronze
United Kingdom,13121.0,4652,1,283.73,1,1,2,112,Bronze
United Kingdom,13122.0,4477,2,922.39,2,2,3,223,Silver
United Kingdom,13124.0,4472,3,3875.18,2,3,5,235,Silver
United Kingdom,13126.0,4387,8,2099.64,5,5,5,555,Titanium
United Kingdom,13127.0,4460,1,259.17,2,1,2,212,Silver
United Kingdom,13130.0,4477,1,64.0,2,1,1,211,Silver
United Kingdom,13131.0,4406,3,1073.3,4,3,4,434,Platinum
United Kingdom,13132.0,4644,1,77.3,1,1,1,111,Bronze
United Kingdom,13133.0,4656,2,109.8,1,2,1,121,Bronze
United Kingdom,13134.0,4468,4,1793.58,2,4,4,244,Silver
United Kingdom,13135.0,4579,1,3096.0,1,1,5,115,Bronze
United Kingdom,13136.0,4439,5,2607.61,3,4,5,345,Gold
United Kingdom,13137.0,4393,8,3976.12,5,5,5,555,Titanium
United Kingdom,13138.0,4405,6,962.39,4,5,4,454,Platinum
United Kingdom,13139.0,4399,7,5064.9400000000005,4,5,5,455,Platinum
United Kingdom,13140.0,4491,3,422.47,2,3,2,232,Silver
United Kingdom,13141.0,4467,5,2388.75,2,4,5,245,Silver
United Kingdom,13142.0,4402,1,307.09,4,1,2,412,Platinum
United Kingdom,13144.0,4715,1,110.95,1,1,1,111,Bronze
United Kingdom,13145.0,4422,4,618.52,3,4,3,343,Gold
United Kingdom,13146.0,4409,1,238.66,4,1,1,411,Platinum
United Kingdom,13147.0,4393,4,712.8000000000001,5,4,3,543,Titanium
United Kingdom,13148.0,4412,12,3773.4,4,5,5,455,Platinum
United Kingdom,13149.0,4397,4,1676.06,5,4,4,544,Titanium
United Kingdom,13151.0,4678,1,1271.82,1,1,4,114,Bronze
United Kingdom,13153.0,4388,1,486.22,5,1,2,512,Titanium
United Kingdom,13155.0,4416,4,980.61,3,4,4,344,Gold
United Kingdom,13157.0,4432,4,1741.22,3,4,4,344,Gold
United Kingdom,13158.0,4477,4,1201.06,2,4,4,244,Silver
United Kingdom,13159.0,4391,4,1433.1,5,4,4,544,Titanium
United Kingdom,13160.0,4405,1,91.8,4,1,1,411,Platinum
United Kingdom,13161.0,4696,1,112.75,1,1,1,111,Bronze
United Kingdom,13162.0,4505,4,1688.29,2,4,4,244,Silver
United Kingdom,13165.0,4429,2,1021.48,3,2,4,324,Gold
United Kingdom,13166.0,4666,1,448.65,1,1,2,112,Bronze
United Kingdom,13167.0,4401,4,791.3299999999999,4,4,3,443,Platinum
United Kingdom,13168.0,4419,4,1310.96,3,4,4,344,Gold
United Kingdom,13169.0,4446,2,712.88,3,2,3,323,Gold
United Kingdom,13170.0,4409,1,110.75999999999999,4,1,1,411,Platinum
United Kingdom,13171.0,4404,3,468.40999999999997,4,3,2,432,Platinum
United Kingdom,13173.0,4387,2,353.65,5,2,2,522,Titanium
United Kingdom,13174.0,4399,3,3087.4700000000003,4,3,5,435,Platinum
United Kingdom,13176.0,4429,1,483.98,3,1,2,312,Gold
United Kingdom,13177.0,4447,1,282.45,3,1,2,312,Gold
United Kingdom,13178.0,4409,11,5725.47,4,5,5,455,Platinum
United Kingdom,13182.0,4428,1,121.17999999999999,3,1,1,311,Gold
United Kingdom,13183.0,4390,9,3957.78,5,5,5,555,Titanium
United Kingdom,13184.0,4397,10,1672.43,5,5,4,554,Titanium
United Kingdom,13185.0,4650,1,71.4,1,1,1,111,Bronze
United Kingdom,13186.0,4422,3,1575.89,3,3,4,334,Gold
United Kingdom,13187.0,4720,1,236.02,1,1,1,111,Bronze
United Kingdom,13188.0,4394,1,114.60000000000001,5,1,1,511,Titanium
United Kingdom,13189.0,4401,2,260.68,4,2,2,422,Platinum
United Kingdom,13192.0,4478,2,911.94,2,2,3,223,Silver
United Kingdom,13193.0,4444,1,126.03,3,1,1,311,Gold
United Kingdom,13194.0,4518,1,60.7,2,1,1,211,Silver
United Kingdom,13196.0,4394,4,1797.78,5,4,4,544,Titanium
United Kingdom,13198.0,4393,6,3401.2400000000002,5,5,5,555,Titanium
United Kingdom,13199.0,4386,38,9817.12,5,5,5,555,Titanium
United Kingdom,13200.0,4402,4,870.09,4,4,3,443,Platinum
United Kingdom,13203.0,4392,4,869.46,5,4,3,543,Titanium
United Kingdom,13207.0,4398,2,250.26000000000002,4,2,1,421,Platinum
United Kingdom,13208.0,4441,6,1248.88,3,5,4,354,Gold
United Kingdom,13209.0,4413,8,5932.41,4,5,5,455,Platinum
United Kingdom,13210.0,4476,1,353.48,2,1,2,212,Silver
United Kingdom,13211.0,4393,3,1107.77,5,3,4,534,Titanium
United Kingdom,13212.0,4402,3,795.08,4,3,3,433,Platinum
United Kingdom,13213.0,4439,5,1520.58,3,4,4,344,Gold
United Kingdom,13216.0,4650,1,333.74,1,1,2,112,Bronze
United Kingdom,13217.0,4505,3,533.98,2,3,3,233,Silver
United Kingdom,13218.0,4510,1,62.64,2,1,1,211,Silver
United Kingdom,13220.0,4461,4,819.29,2,4,3,243,Silver
United Kingdom,13221.0,4623,2,847.41,1,2,3,123,Bronze
United Kingdom,13223.0,4583,2,163.20000000000002,1,2,1,121,Bronze
United Kingdom,13224.0,4443,2,2155.95,3,2,5,325,Gold
United Kingdom,13225.0,4386,7,6463.84,5,5,5,555,Titanium
United Kingdom,13226.0,4656,1,108.21,1,1,1,111,Bronze
United Kingdom,13227.0,4584,1,257.7,1,1,2,112,Bronze
United Kingdom,13228.0,4464,1,358.0,2,1,2,212,Silver
United Kingdom,13229.0,4608,1,160.95,1,1,1,111,Bronze
United Kingdom,13230.0,4387,14,2835.29,5,5,5,555,Titanium
United Kingdom,13232.0,4395,7,1336.6,5,5,4,554,Titanium
United Kingdom,13233.0,4457,2,605.12,2,2,3,223,Silver
United Kingdom,13235.0,4595,1,1143.92,1,1,4,114,Bronze
United Kingdom,13236.0,4407,2,744.85,4,2,3,423,Platinum
United Kingdom,13238.0,4400,4,700.73,4,4,3,443,Platinum
United Kingdom,13239.0,4644,1,329.56,1,1,2,112,Bronze
United Kingdom,13240.0,4479,4,679.45,2,4,3,243,Silver
United Kingdom,13242.0,4495,3,270.40000000000003,2,3,2,232,Silver
United Kingdom,13243.0,4586,1,593.62,1,1,3,113,Bronze
United Kingdom,13244.0,4475,1,121.74000000000001,2,1,1,211,Silver
United Kingdom,13245.0,4433,1,430.5,3,1,2,312,Gold
United Kingdom,13246.0,4401,6,2174.02,4,5,5,455,Platinum
United Kingdom,13247.0,4400,4,501.12,4,4,3,443,Platinum
United Kingdom,13248.0,4507,2,465.68,2,2,2,222,Silver
United Kingdom,13249.0,4475,3,711.41,2,3,3,233,Silver
United Kingdom,13253.0,4539,2,1030.4,2,2,4,224,Silver
United Kingdom,13255.0,4392,2,399.51,5,2,2,522,Titanium
United Kingdom,13258.0,4394,3,700.63,5,3,3,533,Titanium
United Kingdom,13259.0,4444,1,306.48,3,1,2,312,Gold
United Kingdom,13260.0,4444,1,557.62,3,1,3,313,Gold
United Kingdom,13261.0,4651,2,944.1,1,2,3,123,Bronze
United Kingdom,13262.0,4646,1,200.29,1,1,1,111,Bronze
United Kingdom,13263.0,4384,35,7623.03,5,5,5,555,Titanium
United Kingdom,13265.0,4436,5,2092.66,3,4,5,345,Gold
United Kingdom,13266.0,4394,12,3834.2599999999998,5,5,5,555,Titanium
United Kingdom,13267.0,4385,19,4521.49,5,5,5,555,Titanium
United Kingdom,13268.0,4400,11,3227.57,4,5,5,455,Platinum
United Kingdom,13269.0,4384,15,5348.2300000000005,5,5,5,555,Titanium
United Kingdom,13270.0,4749,1,590.0,1,1,3,113,Bronze
United Kingdom,13271.0,4420,1,254.27,3,1,2,312,Gold
United Kingdom,13272.0,4414,2,276.56,4,2,2,422,Platinum
United Kingdom,13273.0,4496,1,138.98,2,1,1,211,Silver
United Kingdom,13276.0,4446,2,590.9300000000001,3,2,3,323,Gold
United Kingdom,13277.0,4398,4,258.4,4,4,2,442,Platinum
United Kingdom,13278.0,4423,1,542.73,3,1,3,313,Gold
United Kingdom,13279.0,4461,1,137.75,2,1,1,211,Silver
United Kingdom,13280.0,4505,3,812.86,2,3,3,233,Silver
United Kingdom,13282.0,4401,3,1132.14,4,3,4,434,Platinum
United Kingdom,13283.0,4442,2,93.66,3,2,1,321,Gold
United Kingdom,13284.0,4713,1,201.19,1,1,1,111,Bronze
United Kingdom,13285.0,4406,4,2709.12,4,4,5,445,Platinum
United Kingdom,13291.0,4538,1,364.05,2,1,2,212,Silver
United Kingdom,13292.0,4421,2,578.9399999999999,3,2,3,323,Gold
United Kingdom,13294.0,4572,2,873.74,1,2,3,123,Bronze
United Kingdom,13295.0,4742,1,201.20000000000002,1,1,1,111,Bronze
United Kingdom,13296.0,4520,1,87.4,2,1,1,211,Silver
United Kingdom,13297.0,4390,4,2089.85,5,4,5,545,Titanium
United Kingdom,13298.0,4384,1,360.0,5,1,2,512,Titanium
United Kingdom,13299.0,4651,1,142.5,1,1,1,111,Bronze
United Kingdom,13300.0,4552,1,371.89,2,1,2,212,Silver
United Kingdom,13301.0,4486,4,618.09,2,4,3,243,Silver
United Kingdom,13302.0,4538,1,63.75,2,1,1,211,Silver
United Kingdom,13304.0,4734,1,300.42,1,1,2,112,Bronze
United Kingdom,13305.0,4387,10,2000.86,5,5,4,554,Titanium
United Kingdom,13307.0,4503,1,15.0,2,1,1,211,Silver
United Kingdom,13308.0,4405,3,1385.51,4,3,4,434,Platinum
United Kingdom,13309.0,4390,5,1456.79,5,4,4,544,Titanium
United Kingdom,13310.0,4411,3,1132.03,4,3,4,434,Platinum
United Kingdom,13311.0,4387,2,598.57,5,2,3,523,Titanium
United Kingdom,13313.0,4405,5,1555.32,4,4,4,444,Platinum
United Kingdom,13314.0,4384,3,795.74,5,3,3,533,Titanium
United Kingdom,13316.0,4420,4,5732.93,3,4,5,345,Gold
United Kingdom,13317.0,4449,6,2273.68,3,5,5,355,Gold
United Kingdom,13318.0,4384,3,640.76,5,3,3,533,Titanium
United Kingdom,13319.0,4388,26,10845.550000000001,5,5,5,555,Titanium
United Kingdom,13320.0,4461,4,1532.2,2,4,4,244,Silver
United Kingdom,13321.0,4455,2,567.36,2,2,3,223,Silver
United Kingdom,13322.0,4400,1,199.48000000000002,4,1,1,411,Platinum
United Kingdom,13323.0,4386,5,787.85,5,4,3,543,Titanium
United Kingdom,13324.0,4419,10,7121.95,3,5,5,355,Gold
United Kingdom,13325.0,4464,1,675.3,2,1,3,213,Silver
United Kingdom,13327.0,4421,8,3627.77,3,5,5,355,Gold
United Kingdom,13328.0,4699,1,1308.48,1,1,4,114,Bronze
United Kingdom,13329.0,4414,2,789.0,4,2,3,423,Platinum
United Kingdom,13330.0,4475,3,1140.93,2,3,4,234,Silver
United Kingdom,13332.0,4397,1,350.9,5,1,2,512,Titanium
United Kingdom,13334.0,4465,3,3598.92,2,3,5,235,Silver
United Kingdom,13336.0,4460,1,795.12,2,1,3,213,Silver
United Kingdom,13338.0,4540,1,487.02,2,1,2,212,Silver
United Kingdom,13339.0,4583,1,860.12,1,1,3,113,Bronze
United Kingdom,13340.0,4428,7,10736.48,3,5,5,355,Gold
United Kingdom,13341.0,4643,1,775.85,1,1,3,113,Bronze
United Kingdom,13343.0,4560,1,353.43,2,1,2,212,Silver
United Kingdom,13344.0,4450,3,2511.69,3,3,5,335,Gold
United Kingdom,13345.0,4670,1,389.5,1,1,2,112,Bronze
United Kingdom,13347.0,4453,1,341.36,3,1,2,312,Gold
United Kingdom,13348.0,4447,1,233.76,3,1,1,311,Gold
United Kingdom,13349.0,4393,1,247.32,5,1,1,511,Titanium
United Kingdom,13350.0,4399,2,979.12,4,2,4,424,Platinum
United Kingdom,13351.0,4449,1,373.94,3,1,2,312,Gold
United Kingdom,13352.0,4443,1,397.97999999999996,3,1,2,312,Gold
United Kingdom,13354.0,4454,1,743.53,3,1,3,313,Gold
United Kingdom,13355.0,4505,1,674.7,2,1,3,213,Silver
United Kingdom,13356.0,4463,1,768.24,2,1,3,213,Silver
United Kingdom,13357.0,4640,1,651.6,1,1,3,113,Bronze
United Kingdom,13358.0,4651,1,439.03,1,1,2,112,Bronze
United Kingdom,13359.0,4446,1,439.56,3,1,2,312,Gold
United Kingdom,13362.0,4392,4,3090.7400000000002,5,4,5,545,Titanium
United Kingdom,13363.0,4400,2,992.5,4,2,4,424,Platinum
United Kingdom,13364.0,4454,1,134.96,3,1,1,311,Gold
United Kingdom,13365.0,4416,2,2225.37,3,2,5,325,Gold
United Kingdom,13366.0,4433,1,56.160000000000004,3,1,1,311,Gold
United Kingdom,13368.0,4639,2,623.4,1,2,3,123,Bronze
United Kingdom,13369.0,4748,1,308.28000000000003,1,1,2,112,Bronze
United Kingdom,13370.0,4754,1,754.87,1,1,3,113,Bronze
United Kingdom,13372.0,4472,1,378.64,2,1,2,212,Silver
United Kingdom,13373.0,4443,3,3312.25,3,3,5,335,Gold
United Kingdom,13375.0,4471,1,778.65,2,1,3,213,Silver
United Kingdom,13376.0,4482,3,1019.76,2,3,4,234,Silver
United Kingdom,13379.0,4409,3,594.29,4,3,3,433,Platinum
United Kingdom,13381.0,4414,6,3639.31,4,5,5,455,Platinum
United Kingdom,13382.0,4663,1,222.99,1,1,1,111,Bronze
United Kingdom,13384.0,4413,7,4151.93,4,5,5,455,Platinum
United Kingdom,13385.0,4712,1,534.57,1,1,3,113,Bronze
United Kingdom,13388.0,4514,2,677.1,2,2,3,223,Silver
United Kingdom,13389.0,4394,3,797.96,5,3,3,533,Titanium
United Kingdom,13390.0,4457,1,544.08,2,1,3,213,Silver
United Kingdom,13391.0,4586,1,59.8,1,1,1,111,Bronze
United Kingdom,13394.0,4384,8,2520.02,5,5,5,555,Titanium
United Kingdom,13395.0,4568,1,307.71999999999997,1,1,2,112,Bronze
United Kingdom,13396.0,4412,2,1360.99,4,2,4,424,Platinum
United Kingdom,13397.0,4455,5,1544.13,2,4,4,244,Silver
United Kingdom,13398.0,4575,1,457.34,1,1,2,112,Bronze
United Kingdom,13402.0,4510,2,621.23,2,2,3,223,Silver
United Kingdom,13403.0,4400,1,75.0,4,1,1,411,Platinum
United Kingdom,13404.0,4384,2,252.48999999999998,5,2,2,522,Titanium
United Kingdom,13405.0,4457,3,587.452,2,3,3,233,Silver
