R,F,M,R Score,F Score,M Score,RFM Score,Segmentation
4666,1,133.25,1,1,1,111,Bronze
4392,5,1072.3600000000001,5,4,4,544,Titanium
4526,2,356.7,2,3,2,232,Silver
4394,2,330.03,5,3,2,532,Titanium
4528,4,1147.52,2,4,4,244,Silver
4617,1,150.3,1,1,1,111,Bronze
4415,13,5057.27,4,5,5,455,Platinum
4407,1,598.73,4,1,3,413,Platinum
4394,1,500.27000000000004,5,1,3,513,Titanium
4418,5,2260.16,3,4,5,345,Gold
4747,1,193.25,1,1,1,111,Bronze
4584,2,218.25,1,3,1,131,Bronze
4398,1,415.25,4,1,2,412,Platinum
4399,7,5289.76,4,5,5,455,Platinum
4595,1,85.0,1,1,1,111,Bronze
4448,3,1120.88,3,4,4,344,Gold
4595,2,294.12,1,3,2,132,Bronze
4665,1,162.3,1,1,1,111,Bronze
4497,2,1339.45,2,3,4,234,Silver
4397,8,1188.1200000000001,5,5,4,554,Titanium
4401,16,4862.42,4,5,5,455,Platinum
4449,1,449.12,3,2,2,322,Gold
4432,1,154.88,3,2,1,321,Gold
4399,4,786.49,4,4,3,443,Platinum
4460,1,34.8,2,2,1,221,Silver
4402,4,1094.5900000000001,4,4,4,444,Platinum
4517,1,196.88,2,2,1,221,Silver
4395,3,973.18,5,4,4,544,Titanium
4423,1,163.11,3,2,1,321,Gold
4618,3,44534.3,1,4,5,145,Bronze
4385,8,2477.2,5,5,5,555,Titanium
4422,7,2699.29,3,5,5,355,Gold
4687,1,79.2,1,2,1,121,Bronze
4434,3,458.57,3,4,2,342,Gold
4393,6,2364.25,5,5,5,555,Titanium
4444,4,529.18,3,4,3,343,Gold
4448,2,714.42,3,3,3,333,Gold
4407,1,205.25,4,2,1,421,Platinum
4601,3,253.04,1,4,2,142,Bronze
4448,2,583.75,3,3,3,333,Gold
4414,2,1086.92,4,3,4,434,Platinum
4471,6,3279.97,2,5,5,255,Silver
4447,1,315.06,3,2,2,322,Gold
4498,3,621.83,2,4,3,243,Silver
4390,26,56252.72,5,5,5,555,Titanium
4388,1,635.6800000000001,5,2,3,523,Titanium
4451,1,270.8,3,2,2,322,Gold
4628,1,104.9,1,2,1,121,Bronze
4516,1,241.62,2,2,1,221,Silver
4624,4,1047.11,1,4,4,144,Bronze
4566,3,475.28000000000003,1,4,2,142,Bronze
4408,3,345.46,4,4,2,442,Platinum
4392,3,2614.7400000000002,5,4,5,545,Titanium
4393,1,246.3,5,2,1,521,Titanium
4415,5,2328.97,4,4,5,445,Platinum
4429,3,4919.0,3,4,5,345,Gold
4409,3,960.18,4,4,4,444,Platinum
4741,1,351.3,1,2,2,122,Bronze
4393,1,218.75,5,2,1,521,Titanium
4426,2,1612.69,3,3,4,334,Gold
4397,3,965.61,5,4,4,544,Titanium
4532,1,610.01,2,2,3,223,Silver
4384,8,2717.11,5,5,5,555,Titanium
4496,4,2207.4,2,4,5,245,Silver
4458,3,907.96,2,4,3,243,Silver
4490,2,696.89,2,3,3,233,Silver
4429,3,1063.95,3,4,4,344,Gold
4525,1,451.42,2,2,2,222,Silver
4434,1,415.82000000000005,3,2,2,322,Gold
4383,13,4206.39,5,5,5,555,Titanium
4406,17,5488.18,4,5,5,455,Platinum
4429,3,784.58,3,4,3,343,Gold
4433,3,903.9,3,4,3,343,Gold
4689,4,3694.87,1,4,5,145,Bronze
4419,5,515.77,3,4,3,343,Gold
4461,4,1391.98,2,4,4,244,Silver
4405,6,2218.62,4,5,5,455,Platinum
4490,5,1801.14,2,4,4,244,Silver
4590,2,1303.9099999999999,1,3,4,134,Bronze
4399,4,1945.33,4,4,4,444,Platinum
4446,5,2100.6,3,4,5,345,Gold
4432,4,1905.45,3,4,4,344,Gold
4702,1,206.98,1,2,1,121,Bronze
4427,2,570.96,3,3,3,333,Gold
4386,2,885.47,5,3,3,533,Titanium
4755,1,15.0,1,2,1,121,Bronze
4555,1,532.9399999999999,2,2,3,223,Silver
4439,3,1654.31,3,4,4,344,Gold
4456,14,1836.0900000000001,2,5,4,254,Silver
4482,2,636.14,2,3,3,233,Silver
4420,1,576.0,3,2,3,323,Gold
4441,3,808.68,3,4,3,343,Gold
4637,1,836.79,1,2,3,123,Bronze
4453,4,2348.36,3,4,5,345,Gold
4427,4,954.09,3,4,4,344,Gold
4433,1,137.37,3,2,1,321,Gold
4447,1,391.98,3,2,2,322,Gold
4394,19,33643.08,5,5,5,555,Titanium
4416,3,1048.49,3,4,4,344,Gold
4441,2,355.56,3,3,2,332,Gold
4455,4,1224.06,2,4,4,244,Silver
4686,1,118.95000000000002,1,2,1,121,Bronze
4429,1,130.74,3,2,1,321,Gold
4400,8,3711.77,4,5,5,455,Platinum
4421,2,389.27,3,3,2,332,Gold
4402,2,246.72,4,3,1,431,Platinum
4569,2,160.71,1,3,1,131,Bronze
4434,1,126.1,3,2,1,321,Gold
4387,12,2969.12,5,5,5,555,Titanium
4519,5,721.09,2,4,3,243,Silver
4387,27,16457.3,5,5,5,555,Titanium
4401,1,297.0,4,2,2,422,Platinum
4398,5,1496.92,4,4,4,444,Platinum
4423,8,975.11,3,5,4,354,Gold
4395,8,3171.63,5,5,5,555,Titanium
4391,4,832.88,5,4,3,543,Titanium
4408,2,68.84,4,3,1,431,Platinum
4405,6,1936.3200000000002,4,5,4,454,Platinum
4423,3,895.13,3,4,3,343,Gold
4484,1,211.89000000000001,2,2,1,221,Silver
4388,15,3810.14,5,5,5,555,Titanium
4660,2,171.74,1,3,1,131,Bronze
4415,1,437.29,4,2,2,422,Platinum
4397,2,377.57,5,3,2,532,Titanium
4446,7,4439.75,3,5,5,355,Gold
4384,2,493.18,5,3,2,532,Titanium
4752,1,333.98,1,2,2,122,Bronze
4695,5,501.39000000000004,1,4,3,143,Bronze
4581,4,516.36,1,4,3,143,Bronze
4385,2,396.48,5,3,2,532,Titanium
4475,3,379.35,2,4,2,242,Silver
4443,1,181.09,3,2,1,321,Gold
4463,1,172.0,2,2,1,221,Silver
4539,2,432.67,2,3,2,232,Silver
4609,1,511.68,1,2,3,123,Bronze
4636,2,291.4,1,3,2,132,Bronze
4532,1,179.17,2,2,1,221,Silver
4577,2,228.39000000000001,1,3,1,131,Bronze
4384,5,1441.88,5,4,4,544,Titanium
4751,1,56.25,1,2,1,121,Bronze
4406,1,368.64,4,2,2,422,Platinum
4399,3,360.81,4,4,2,442,Platinum
4392,7,5126.76,5,5,5,555,Titanium
4391,1,164.68,5,2,1,521,Titanium
4402,7,1603.94,4,5,4,454,Platinum
4386,3,1199.3,5,4,4,544,Titanium
4556,1,191.94,2,2,1,221,Silver
4383,8,1297.14,5,5,4,554,Titanium
4561,2,264.62,2,3,2,232,Silver
4399,8,1529.1100000000001,4,5,4,454,Platinum
4630,1,123.1,1,2,1,121,Bronze
4573,2,343.08,1,3,2,132,Bronze
4402,2,631.87,4,3,3,433,Platinum
4537,4,167.5,2,4,1,241,Silver
4555,1,323.03000000000003,2,2,2,222,Silver
4756,1,369.5,1,2,2,122,Bronze
4755,1,127.08,1,2,1,121,Bronze
4577,1,207.15,1,2,1,121,Bronze
4450,1,426.63000000000005,3,2,2,322,Gold
4387,8,2495.87,5,5,5,555,Titanium
4404,3,1107.46,4,4,4,444,Platinum
4622,2,416.86,1,3,2,132,Bronze
4447,1,145.35,3,2,1,321,Gold
4495,5,404.58,2,4,2,242,Silver
4472,15,6115.01,2,5,5,255,Silver
4694,1,35.8,1,2,1,121,Bronze
4516,1,337.44,2,2,2,222,Silver
4659,1,325.09999999999997,1,2,2,122,Bronze
4748,1,181.0,1,2,1,121,Bronze
4465,1,1708.24,2,2,4,224,Silver
4391,2,955.24,5,3,4,534,Titanium
4399,2,364.72,4,3,2,432,Platinum
4414,4,1785.96,4,4,4,444,Platinum
4391,2,708.22,5,3,3,533,Titanium
4416,4,781.9100000000001,3,4,3,343,Gold
4398,8,1657.28,4,5,4,454,Platinum
4407,14,4416.26,4,5,5,455,Platinum
4414,1,453.85,4,2,2,422,Platinum
4457,1,104.35,2,2,1,221,Silver
4402,2,470.76,4,3,2,432,Platinum
4400,4,894.09,4,4,3,443,Platinum
4406,2,430.35,4,3,2,432,Platinum
4385,3,666.1,5,4,3,543,Titanium
4686,1,314.1,1,2,2,122,Bronze
4400,12,4199.85,4,5,5,455,Platinum
4749,1,307.82,1,2,2,122,Bronze
4422,7,3442.15,3,5,5,355,Gold
4467,1,371.01,2,2,2,222,Silver
4548,2,427.64,2,3,2,232,Silver
4400,2,1129.73,4,3,4,434,Platinum
4460,1,1098.78,2,2,4,224,Silver
4471,3,2398.86,2,4,5,245,Silver
4407,8,3408.48,4,5,5,455,Platinum
4405,4,1583.08,4,4,4,444,Platinum
4385,10,3022.91,5,5,5,555,Titanium
4506,2,1142.42,2,3,4,234,Silver
4413,1,168.12,4,2,1,421,Platinum
4395,7,1477.52,5,5,4,554,Titanium
4402,1,156.78,4,2,1,421,Platinum
4427,2,792.11,3,3,3,333,Gold
4386,1,41.989999999999995,5,2,1,521,Titanium
4391,7,2872.66,5,5,5,555,Titanium
4437,1,443.97,3,2,2,322,Gold
4471,6,1047.58,2,5,4,254,Silver
4419,5,3135.32,3,4,5,345,Gold
4385,3,12393.7,5,4,5,545,Titanium
4412,5,2735.37,4,4,5,445,Platinum
4395,4,598.78,5,4,3,543,Titanium
4594,1,101.4,1,2,1,121,Bronze
4430,4,1743.29,3,4,4,344,Gold
4406,3,478.78,4,4,2,442,Platinum
4405,4,996.61,4,4,4,444,Platinum
4628,3,421.79,1,4,2,142,Bronze
4391,16,3367.96,5,5,5,555,Titanium
4418,3,1519.89,3,4,4,344,Gold
4386,47,39275.6,5,5,5,555,Titanium
4420,3,651.9,3,4,3,343,Gold
4386,3,731.65,5,4,3,543,Titanium
4386,8,1574.46,5,5,4,554,Titanium
4430,1,273.48,3,2,2,322,Gold
4422,2,408.9,3,3,2,332,Gold
4429,9,3786.2400000000002,3,5,5,355,Gold
4399,3,851.01,4,4,3,443,Platinum
4643,1,629.28,1,2,3,123,Bronze
4429,3,719.81,3,4,3,343,Gold
4395,1,259.4,5,2,2,522,Titanium
4412,1,439.65999999999997,4,2,2,422,Platinum
4426,1,253.34,3,2,2,322,Gold
4474,6,934.62,2,5,3,253,Silver
4421,63,81308.76,3,5,5,355,Gold
4692,1,377.74,1,2,2,122,Bronze
4475,2,561.7,2,3,3,233,Silver
4388,20,8895.04,5,5,5,555,Titanium
4579,3,437.7,1,4,2,142,Bronze
4470,2,758.92,2,3,3,233,Silver
4652,3,855.02,1,4,3,143,Bronze
4390,3,471.78000000000003,5,4,2,542,Titanium
4448,3,1313.55,3,4,4,344,Gold
4413,3,3166.4,4,4,5,445,Platinum
4405,5,1177.47,4,4,4,444,Platinum
4420,4,773.99,3,4,3,343,Gold
4502,4,1340.7,2,4,4,244,Silver
4756,2,256.44,1,3,2,132,Bronze
4423,3,1258.48,3,4,4,344,Gold
4556,1,137.9,2,2,1,221,Silver
4437,1,362.06,3,2,2,322,Gold
4415,2,1553.2,4,3,4,434,Platinum
4528,1,783.9,2,2,3,223,Silver
4603,1,134.8,1,2,1,121,Bronze
4428,1,650.75,3,2,3,323,Gold
4399,7,2263.12,4,5,5,455,Platinum
4448,6,1476.8600000000001,3,5,4,354,Gold
4392,4,1153.62,5,4,4,544,Titanium
4643,1,335.32,1,2,2,122,Bronze
4748,1,371.34,1,2,2,122,Bronze
4399,5,1526.84,4,4,4,444,Platinum
4405,2,852.15,4,3,3,433,Platinum
4427,1,326.24,3,2,2,322,Gold
4671,1,584.3199999999999,1,2,3,123,Bronze
4680,1,122.39999999999999,1,2,1,121,Bronze
4386,10,2295.93,5,5,5,555,Titanium
4666,1,79.2,1,2,1,121,Bronze
4399,3,1352.0,4,4,4,444,Platinum
4464,2,217.16,2,3,1,231,Silver
4439,5,2818.62,3,4,5,345,Gold
4483,2,1317.62,2,3,4,234,Silver
4682,1,436.18,1,2,2,122,Bronze
4406,5,985.26,4,4,4,444,Platinum
4442,5,1121.39,3,4,4,344,Gold
4537,2,315.06,2,3,2,232,Silver
4497,3,817.86,2,4,3,243,Silver
4489,1,17.0,2,2,1,221,Silver
4394,4,1078.23,5,4,4,544,Titanium
4647,1,320.62,1,2,2,122,Bronze
4623,1,185.04999999999998,1,2,1,121,Bronze
4470,7,2073.13,2,5,5,255,Silver
4433,3,731.9,3,4,3,343,Gold
4453,1,1290.7,3,2,4,324,Gold
4425,3,1842.14,3,4,4,344,Gold
4390,6,1429.64,5,5,4,554,Titanium
4444,1,298.21,3,2,2,322,Gold
4631,1,336.96,1,2,2,122,Bronze
4448,1,108.38,3,2,1,321,Gold
4400,7,3204.1600000000003,4,5,5,455,Platinum
4467,1,842.5,2,2,3,223,Silver
4601,2,611.88,1,3,3,133,Bronze
4428,3,1392.47,3,4,4,344,Gold
4526,4,195.74,2,4,1,241,Silver
4566,1,161.38,1,2,1,121,Bronze
4553,1,135.75000000000003,2,2,1,221,Silver
4392,8,1672.1,5,5,4,554,Titanium
4594,1,612.78,1,2,3,123,Bronze
4572,1,232.21,1,2,1,121,Bronze
4391,2,423.36,5,3,2,532,Titanium
4442,4,1427.94,3,4,4,344,Gold
4440,2,1046.06,3,3,4,334,Gold
4456,4,684.4200000000001,2,4,3,243,Silver
4434,1,307.78,3,2,2,322,Gold
4700,1,249.0,1,2,1,121,Bronze
4750,1,289.35,1,2,2,122,Bronze
4412,4,6287.77,4,4,5,445,Platinum
4422,1,656.25,3,2,3,323,Gold
4400,5,1880.22,4,4,4,444,Platinum
4434,6,3506.54,3,5,5,355,Gold
4386,33,14589.04,5,5,5,555,Titanium
4404,2,618.09,4,3,3,433,Platinum
4645,1,517.55,1,2,3,123,Bronze
4442,3,709.38,3,4,3,343,Gold
4401,3,635.41,4,4,3,443,Platinum
4448,2,725.1800000000001,3,3,3,333,Gold
4471,1,620.4,2,2,3,223,Silver
4632,1,535.34,1,2,3,123,Bronze
4386,6,2424.94,5,5,5,555,Titanium
4629,1,175.2,1,2,1,121,Bronze
4391,11,3799.4900000000002,5,5,5,555,Titanium
4540,3,734.13,2,4,3,243,Silver
4516,1,375.0,2,2,2,222,Silver
4679,1,76.32000000000001,1,2,1,121,Bronze
4387,2,280.52,5,3,2,532,Titanium
4425,5,2053.02,3,4,4,344,Gold
4651,1,1829.04,1,2,4,124,Bronze
4432,5,1824.23,3,4,4,344,Gold
4391,9,3166.29,5,5,5,555,Titanium
4398,3,656.69,4,4,3,443,Platinum
4664,1,348.2,1,2,2,122,Bronze
4448,2,1025.44,3,3,4,334,Gold
4384,19,5542.07,5,5,5,555,Titanium
4635,1,37.4,1,2,1,121,Bronze
4615,2,856.6000000000001,1,3,3,133,Bronze
4400,3,910.98,4,4,3,443,Platinum
4393,27,3787.6,5,5,5,555,Titanium
4391,4,1822.97,5,4,4,544,Titanium
4433,6,1885.05,3,5,4,354,Gold
4442,1,73.2,3,2,1,321,Gold
4478,5,1140.21,2,4,4,244,Silver
4398,6,1418.32,4,5,4,454,Platinum
4509,3,1009.5500000000001,2,4,4,244,Silver
4477,4,1037.59,2,4,4,244,Silver
4433,1,331.95,3,2,2,322,Gold
4521,1,197.9,2,2,1,221,Silver
4443,1,215.83,3,2,1,321,Gold
4483,8,10254.18,2,5,5,255,Silver
4456,1,305.54,2,2,2,222,Silver
4455,4,6617.65,2,4,5,245,Silver
4450,1,338.71000000000004,3,2,2,322,Gold
4447,6,1158.79,3,5,4,354,Gold
4399,2,529.41,4,3,3,433,Platinum
4405,12,4006.94,4,5,5,455,Platinum
4414,15,6911.4400000000005,4,5,5,455,Platinum
4427,4,981.86,3,4,4,344,Gold
4398,2,215.48,4,3,1,431,Platinum
4423,1,215.08,3,2,1,321,Gold
4385,13,5180.52,5,5,5,555,Titanium
4619,1,314.45,1,2,2,122,Bronze
4458,1,400.68100000000004,2,2,2,222,Silver
4387,2,1129.14,5,3,4,534,Titanium
4386,4,1863.47,5,4,4,544,Titanium
4743,1,365.27,1,2,2,122,Bronze
4441,4,592.9,3,4,3,343,Gold
4406,1,427.43,4,2,2,422,Platinum
4413,4,786.73,4,4,3,443,Platinum
4437,4,542.01,3,4,3,343,Gold
4408,1,394.38,4,2,2,422,Platinum
4427,2,670.86,3,3,3,333,Gold
4471,5,2262.62,2,4,5,245,Silver
4384,18,21086.3,5,5,5,555,Titanium
4471,1,547.02,2,2,3,223,Silver
4402,2,690.34,4,3,3,433,Platinum
4461,1,159.0,2,2,1,221,Silver
4553,3,1062.75,2,4,4,244,Silver
4463,1,242.35,2,2,1,221,Silver
4650,1,914.9300000000001,1,2,3,123,Bronze
4618,2,304.25,1,3,2,132,Bronze
4412,7,3084.68,4,5,5,455,Platinum
4419,3,866.66,3,4,3,343,Gold
4701,1,787.65,1,2,3,123,Bronze
4440,4,1295.3,3,4,4,344,Gold
4427,5,1127.55,3,4,4,344,Gold
4586,3,255.12,1,4,2,142,Bronze
4608,1,314.22,1,2,2,122,Bronze
4470,2,1010.6,2,3,4,234,Silver
4572,2,542.03,1,3,3,133,Bronze
4426,4,990.88,3,4,4,344,Gold
4454,3,536.6800000000001,3,4,3,343,Gold
4423,5,867.31,3,4,3,343,Gold
4461,1,432.2,2,2,2,222,Silver
4439,2,414.2,3,3,2,332,Gold
4407,2,3718.8,4,3,5,435,Platinum
4392,13,2615.11,5,5,5,555,Titanium
4391,7,3631.61,5,5,5,555,Titanium
4416,2,409.1,3,3,2,332,Gold
4594,2,1522.75,1,3,4,134,Bronze
4406,3,1413.66,4,4,4,444,Platinum
4553,1,114.56,2,2,1,221,Silver
4444,1,152.94,3,2,1,321,Gold
4435,5,1800.07,3,4,4,344,Gold
4644,2,389.44,1,3,2,132,Bronze
4449,2,3683.86,3,3,5,335,Gold
4399,8,2660.41,4,5,5,455,Platinum
4649,1,752.4300000000001,1,2,3,123,Bronze
4559,1,46.95,2,2,1,221,Silver
4428,5,5203.51,3,4,5,345,Gold
4433,1,1035.45,3,2,4,324,Gold
4400,4,749.98,4,4,3,443,Platinum
4392,9,5447.0,5,5,5,555,Titanium
4456,7,873.49,2,5,3,253,Silver
4454,2,667.65,3,3,3,333,Gold
4736,1,1141.24,1,2,4,124,Bronze
4385,5,1440.39,5,4,4,544,Titanium
4499,1,411.7,2,2,2,222,Silver
4756,1,371.95,1,2,2,122,Bronze
4579,1,559.87,1,2,3,123,Bronze
4559,1,810.6,2,2,3,223,Silver
4483,1,566.38,2,2,3,223,Silver
4404,3,1502.78,4,4,4,444,Platinum
4455,1,2062.06,2,2,4,224,Silver
4722,1,168.3,1,2,1,121,Bronze
4388,5,1621.66,5,4,4,544,Titanium
4414,2,918.02,4,3,3,433,Platinum
4552,1,142.5,2,2,1,221,Silver
4504,1,302.25,2,2,2,222,Silver
4404,10,2248.9900000000002,4,5,5,455,Platinum
4392,4,1328.55,5,4,4,544,Titanium
4651,1,301.9,1,2,2,122,Bronze
4405,3,598.2,4,4,3,443,Platinum
4509,1,233.22,2,2,1,221,Silver
4408,3,5360.63,4,4,5,445,Platinum
4521,1,361.21999999999997,2,2,2,222,Silver
4596,6,632.27,1,5,3,153,Bronze
4420,4,2560.0,3,4,5,345,Gold
4489,2,706.5699999999999,2,3,3,233,Silver
4400,2,616.26,4,3,3,433,Platinum
4386,2,274.15000000000003,5,3,2,532,Titanium
4713,1,226.37,1,2,1,121,Bronze
4447,8,2938.91,3,5,5,355,Gold
4502,3,1341.65,2,4,4,244,Silver
4418,1,328.15,3,2,2,322,Gold
4600,1,404.40000000000003,1,2,2,122,Bronze
4384,2,337.25,5,3,2,532,Titanium
4579,1,207.50000000000003,1,2,1,121,Bronze
4511,3,430.47,2,4,2,242,Silver
4429,3,594.24,3,4,3,343,Gold
4388,14,3290.93,5,5,5,555,Titanium
4397,6,3898.72,5,5,5,555,Titanium
4400,3,251.91,4,4,1,441,Platinum
4411,7,1597.46,4,5,4,454,Platinum
4390,22,26626.8,5,5,5,555,Titanium
4419,1,151.05,3,2,1,321,Gold
4540,1,214.8,2,2,1,221,Silver
4667,1,98.4,1,2,1,121,Bronze
4490,1,603.16,2,2,3,223,Silver
4407,4,1971.8700000000001,4,4,4,444,Platinum
4458,4,322.40999999999997,2,4,2,242,Silver
4399,2,360.46999999999997,4,3,2,432,Platinum
4541,1,205.20000000000002,2,2,1,221,Silver
4427,1,599.26,3,2,3,323,Gold
4394,2,1039.3,5,3,4,534,Titanium
4415,7,1459.41,4,5,4,454,Platinum
4673,1,53.5,1,2,1,121,Bronze
4404,4,1116.47,4,4,4,444,Platinum
4715,1,153.9,1,2,1,121,Bronze
4400,2,494.44,4,3,3,433,Platinum
4386,23,6675.71,5,5,5,555,Titanium
4446,2,395.8,3,3,2,332,Gold
4580,3,211.77,1,4,1,141,Bronze
4416,3,658.88,3,4,3,343,Gold
4384,4,2027.5,5,4,4,544,Titanium
4390,9,1750.92,5,5,4,554,Titanium
4387,6,3738.71,5,5,5,555,Titanium
4392,4,941.9,5,4,3,543,Titanium
4415,5,754.97,4,4,3,443,Platinum
4436,1,109.36000000000001,3,2,1,321,Gold
4394,2,705.79,5,3,3,533,Titanium
4400,9,1540.42,4,5,4,454,Platinum
4401,1,327.3,4,2,2,422,Platinum
4420,2,831.42,3,3,3,333,Gold
4385,2,557.83,5,3,3,533,Titanium
4401,3,1547.49,4,4,4,444,Platinum
4465,4,1393.96,2,4,4,244,Silver
4416,2,391.09,3,3,2,332,Gold
4449,2,498.23,3,3,3,333,Gold
4391,2,1146.92,5,3,4,534,Titanium
4650,1,676.2,1,2,3,123,Bronze
4630,3,362.95,1,4,2,142,Bronze
4387,4,2157.4,5,4,5,545,Titanium
4444,1,1917.3899999999999,3,2,4,324,Gold
4457,2,728.8199999999999,2,3,3,233,Silver
4472,2,584.5,2,3,3,233,Silver
4443,3,554.86,3,4,3,343,Gold
4411,2,337.18,4,3,2,432,Platinum
4705,1,94.36,1,2,1,121,Bronze
4436,4,1382.07,3,4,4,344,Gold
4652,1,247.59,1,2,1,121,Bronze
4385,13,3157.01,5,5,5,555,Titanium
4439,5,1555.34,3,4,4,344,Gold
4443,5,1552.4,3,4,4,344,Gold
4537,2,1705.8,2,3,4,234,Silver
4402,2,408.02,4,3,2,432,Platinum
4477,1,308.28,2,2,2,222,Silver
4384,12,4106.57,5,5,5,555,Titanium
4647,2,302.3,1,3,2,132,Bronze
4695,1,177.5,1,2,1,121,Bronze
4453,1,443.05,3,2,2,322,Gold
4685,2,167.25,1,3,1,131,Bronze
4401,1,179.67000000000002,4,2,1,421,Platinum
4395,10,2165.18,5,5,5,555,Titanium
4419,5,2076.08,3,4,5,345,Gold
4402,2,228.29,4,3,1,431,Platinum
4436,1,190.14000000000001,3,2,1,321,Gold
4439,1,264.75,3,2,2,322,Gold
4404,2,126.25,4,3,1,431,Platinum
4427,1,214.91,3,2,1,321,Gold
4409,3,1112.3,4,4,4,444,Platinum
4427,3,672.47,3,4,3,343,Gold
4495,6,958.71,2,5,4,254,Silver
4400,51,34684.4,4,5,5,455,Platinum
4407,1,346.12,4,2,2,422,Platinum
4574,1,133.56,1,2,1,121,Bronze
4685,1,302.7,1,2,2,122,Bronze
4385,10,1922.46,5,5,4,554,Titanium
4646,2,241.06,1,3,1,131,Bronze
4489,1,284.55,2,2,2,222,Silver
4440,1,300.85,3,2,2,322,Gold
4596,3,729.95,1,4,3,143,Bronze
4447,1,287.40000000000003,3,2,2,322,Gold
4411,1,184.26,4,2,1,421,Platinum
4412,7,1511.8,4,5,4,454,Platinum
4388,5,802.1,5,4,3,543,Titanium
4390,5,3674.32,5,4,5,545,Titanium
4450,2,419.0,3,3,2,332,Gold
4384,3,627.24,5,4,3,543,Titanium
4429,4,670.94,3,4,3,343,Gold
4416,1,232.16,3,2,1,321,Gold
4383,2,168472.5,5,3,5,535,Titanium
4518,1,255.91,2,2,2,222,Silver
4581,1,182.99,1,2,1,121,Bronze
4580,2,707.69,1,3,3,133,Bronze
4532,1,311.92,2,2,2,222,Silver
4470,1,266.97,2,2,2,222,Silver
4427,2,6.9,3,3,1,331,Gold
4446,7,1841.18,3,5,4,354,Gold
4482,5,2158.75,2,4,5,245,Silver
4601,1,208.36,1,2,1,121,Bronze
4385,18,3482.7400000000002,5,5,5,555,Titanium
4411,3,818.73,4,4,3,443,Platinum
4560,1,151.17,2,2,1,221,Silver
4456,3,136.0,2,4,1,241,Silver
4404,4,1422.4,4,4,4,444,Platinum
4402,3,1395.16,4,4,4,444,Platinum
4416,7,1734.01,3,5,4,354,Gold
4457,1,74.9,2,2,1,221,Silver
4406,4,646.87,4,4,3,443,Platinum
4434,4,811.79,3,4,3,343,Gold
4657,1,223.95000000000002,1,2,1,121,Bronze
4547,3,316.11,2,4,2,242,Silver
4390,7,2024.9,5,5,4,554,Titanium
4471,4,544.3,2,4,3,243,Silver
4446,7,2494.46,3,5,5,355,Gold
4408,3,331.0,4,4,2,442,Platinum
4393,2,300.83,5,3,2,532,Titanium
4458,1,774.61,2,2,3,223,Silver
4398,1,220.62,4,2,1,421,Platinum
4575,1,139.35,1,2,1,121,Bronze
4556,2,404.3,2,3,2,232,Silver
4460,1,366.4,2,2,2,222,Silver
4416,3,498.8,3,4,3,343,Gold
4429,1,731.5,3,2,3,323,Gold
4462,4,1351.63,2,4,4,244,Silver
4679,1,863.53,1,2,3,123,Bronze
4386,3,785.41,5,4,3,543,Titanium
4391,3,1599.52,5,4,4,544,Titanium
4432,6,2965.69,3,5,5,355,Gold
4544,2,100.97,2,3,1,231,Silver
4743,2,365.45,1,3,2,132,Bronze
4387,6,400.86,5,5,2,552,Titanium
4489,4,1431.93,2,4,4,244,Silver
4408,1,491.08,4,2,2,422,Platinum
4414,1,777.6,4,2,3,423,Platinum
4402,2,90.30000000000001,4,3,1,431,Platinum
4679,1,363.7,1,2,2,122,Bronze
4755,1,248.1,1,2,1,121,Bronze
4404,3,960.38,4,4,4,444,Platinum
4387,4,874.59,5,4,3,543,Titanium
4435,5,1678.34,3,4,4,344,Gold
4413,1,101.69999999999999,4,2,1,421,Platinum
4660,1,162.7,1,2,1,121,Bronze
4444,2,484.32,3,3,2,332,Gold
4408,2,215.07999999999998,4,3,1,431,Platinum
4569,3,1046.57,1,4,4,144,Bronze
4384,21,9418.470000000001,5,5,5,555,Titanium
4385,26,13027.45,5,5,5,555,Titanium
4554,1,290.36,2,2,2,222,Silver
4464,1,228.06,2,2,1,221,Silver
4386,1,244.41,5,2,1,521,Titanium
4573,1,455.25,1,2,2,122,Bronze
4405,7,1244.59,4,5,4,454,Platinum
4400,3,6748.8,4,4,5,445,Platinum
4402,3,1089.32,4,4,4,444,Platinum
4388,1,593.75,5,2,3,523,Titanium
4493,1,623.52,2,2,3,223,Silver
4385,4,1388.81,5,4,4,544,Titanium
4436,1,119.62,3,2,1,321,Gold
4547,1,339.3,2,2,2,222,Silver
4673,2,787.15,1,3,3,133,Bronze
4393,10,4194.58,5,5,5,555,Titanium
4491,5,2298.97,2,4,5,245,Silver
4478,3,922.12,2,4,3,243,Silver
4625,2,379.73,1,3,2,132,Bronze
4546,12,5719.82,2,5,5,255,Silver
4425,3,837.1,3,4,3,343,Gold
4418,2,285.89,3,3,2,332,Gold
4449,7,3313.79,3,5,5,355,Gold
4407,2,281.85,4,3,2,432,Platinum
4383,20,8338.49,5,5,5,555,Titanium
4409,2,841.41,4,3,3,433,Platinum
4388,2,511.12,5,3,3,533,Titanium
4436,1,1077.74,3,2,4,324,Gold
4747,1,173.7,1,2,1,121,Bronze
4398,5,614.66,4,4,3,443,Platinum
4577,2,865.6,1,3,3,133,Bronze
4386,1,124.2,5,2,1,521,Titanium
4398,10,3738.4,4,5,5,455,Platinum
4409,3,1421.69,4,4,4,444,Platinum
4510,3,1009.6,2,4,4,244,Silver
4467,2,663.61,2,3,3,233,Silver
